Field Name,Data Type + Length,Allow NULL value,Is_Primary_Key,Is_Unique_Key,Reference Table for Foreign Key,Default Value,Sample Values (if applicable),Business Rule(s),Definitions (Data Dictionary),Sanitized Function,Is Editable,Display Group,Display Name,Relationship Type
[YearOfBirth],[int],Yes,No,No,,,,,Day of Birth field stores the year of birth of an Individual. Day will be recorded in yyyy format.,year,,,Year Of Birth,
[AffiliateAssignedId],[varchar] (256),Yes,No,No,,,,Social Security number (last 4 digits used as external Id for locals with no external id),an Id that isn't being generated from this database but instead come from the Affiliate or the Employer associated with this individual,,,,Affiliate Assigned ID,
[BillhighwayId],[int],Yes,No,No,,,,,,,,,BillHighway ID,
[IsPoliticallyActive],[bit],No,No,No,,0,,,,,,,Is Politically Active,
[IsRegisteredVoter],[bit],No,No,No,,0,,,,,,,Is Registered Voter,
[PoliticalPartyId],[int],Yes,No,No,PoliticalParty(PoliticalPartyId),,,,,,,,Political Party ID,hasOne
[VoterPrecinct],[varchar](30),Yes,No,No,,,,,,,,,Voter Precinct,
[Township],[varchar](40),Yes,No,No,,,,,,,,,Township,
[Ward],[varchar](20),Yes,No,No,,,,,,,,,Ward,
[CongressionalDistrict],[varchar](20),Yes,No,No,,,,,,,,,Congressional District,
[StateSenateDistrict],[varchar](20),Yes,No,No,,,,,,,,,State Senate District,
[StateHouseDistrict],[varchar](20),Yes,No,No,,,,,,,,,State House District,
[ResidentialSchoolDistrict],[varchar](20),Yes,No,No,,,,,,,,,Residential School District,
,,,,,,,,,,,,,,
SQL,"select distinct
        [IndividualId]=I.PARTY_ID,
        [IndividualGuid] =p.guid,
        [FirstName] = case when i.first_name is NULL THEN 'Unknown'
		                   when i.first_name = '' THEN 'Unknown' ELSE i.first_name END,
        [MiddleName] =i.middle_name,
        [LastName] =i.last_name,
        [PreferredName] =i.nickname,
        [PreviousName] =i.original_last_name,
        [PreferedPronoun] =null,
        [PictureUrl] =i.picture_url,
        [PrefixId] =pre.id,
        [SuffixId] =suf.id,
        [GenderId] =g.id,
        [EthnicityId] =e.Id,
        [MaritalStatusId] =m.Id,
        [Dependents] =i.number_of_dependents,
        [DayOfBirth] =i.birth_day,
        [MonthOfBirth] =i.birth_month,
        [YearOfBirth] =i.birth_year,
        [AffiliateAssignedId] =i.social_security_number,
        [IsPoliticallyActive] = i.is_politically_active,
        [IsRegisteredVoter] = i.is_registered_voter,
        [PoliticalPartyId] = i.political_party_id,
        [VoterPrecinct] = i.voter_precinct,
        [Township] = i.township,
        [Ward] = i.ward,
        [CongressionalDistrict] = i.congressional_district,
        [StateSenateDistrict] = i.state_senate_district,
        [StateHouseDistrict] = i.state_house_district,
        [ResidentialSchoolDistrict] = i.residential_school_district,
		[CreatedAt] = p.created_at,
		[UpdatedAt] = isnull(p.updated_at, p.created_at)
from individual i (nolock)
inner join party p (nolock) on i.party_id=p.id
inner join relationship r (nolock) on i.party_id=r.party_id
inner join affiliate af (nolock) on af.party_id=r.related_party_id
inner join party p2 (nolock) on p2.id=r.related_party_id
INNER JOIN vw_1_affiliate_connect vw (nolock) on vw.affiliatenbr=af.number
left join prefix pre (nolock) on pre.id=i.prefix_id and pre.is_deleted=0
left join suffix suf (nolock) on suf.id=i.suffix_id and suf.is_deleted=0
left join gender g (nolock) on g.id=i.gender_id and g.is_deleted=0
left join Ethnicity e (nolock) on e.id=i.Ethnicity_id and e.is_deleted=0
left join Marital_Status m (nolock) on m.id=i.Marital_Status_id and m.is_deleted=0
where 1=1
and p.is_deleted=0
and r.is_deleted=0
and p.party_type_id=1
and p2.is_deleted=0
and p2.party_type_id=2
and i.last_name<>''",,,,,,,,,,,,,
